SIGNIFICANT,SERIOUS,Year,Fatalities,Injuries,Explode,Ignite,CLASS,Dia,wall,SMYS,TOTAL_COST_IN84,TOTAL_COST_CURRENT,MAOP,SEAM,cause,subcause,coat,PIR,HCA,BA,CoF
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,338209.6717,318412.7109,1008,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,657,NO,After,318412.7109
NO,NO,2015,0,0,NO,YES,1,NA,NA,NA,35273.71368,38071.07576,300,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,24,NO,After,38071.07576
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,35165.34839,34114.5603,1480,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,53,NO,After,34114.5603
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,37846.26872,76347.21189,1100,NA,CORROSION,EXTERNAL,NA,277,NO,After,76347.21189
YES,NO,2015,0,0,NO,NO,1,24,0.281,45000,147382.1891,284508.1823,750,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",OTHER,454,NO,After,284508.1823
YES,NO,2015,0,0,NO,NO,3,10,0.219,35000,242087.0773,472167.1958,313,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ASPHALT,132,NO,After,472167.1958
NO,NO,2015,0,0,NO,NO,1,16,0.312,46000,34816.84115,69239.92616,1050,LONGITUDINAL ERW - HIGH FREQUENCY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",EXTRUDED POLYEHYLENE,358,NO,After,69239.92616
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,26945.01041,54358.96951,447,NA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NA,88,NO,After,54358.96951
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,66408.27164,62380.39664,900,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,124,NO,After,62380.39664
YES,NO,2015,0,0,NO,NO,1,14,0.281,33000,99983.93737,201682.9941,419,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,EXTERNAL,ASPHALT,198,NO,After,201682.9941
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,17082.28876,16207.25365,730,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,373,NO,After,16207.25365
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,15394.05225,14580.87451,858,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,644,NO,After,14580.87451
NO,NO,2015,0,0,NO,NO,1,24,0.281,60000,46389.99128,93026.51528,800,DSAW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,581,NO,After,93026.51528
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,382976.4777,771278.6404,974,NA,NATURAL FORCE DAMAGE,TEMPERATURE,NA,835,NO,After,771278.6404
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,8606.582293,8865.455996,960,NA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NA,556,NO,After,8865.455996
NO,NO,2015,0,0,NO,NO,3,12.75,0.25,42000,45743.151,74887.5361,500,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,197,YES,After,74887.5361
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,40181.65524,62443.11353,1041,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,805,NO,After,62443.11353
YES,NO,2015,0,0,NO,NO,2,NA,NA,NA,159669.9861,315824.7093,1200,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,422,NO,After,315824.7093
YES,NO,2015,0,0,NO,NO,1,26,0.5,52000,115476.7974,232463.4906,1247,DSAW,CORROSION,INTERNAL,COAL TAR,660,NO,After,232463.4906
NO,NO,2015,0,0,NO,NO,2,NA,NA,NA,14241.32629,13376.03052,1000,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,752,NO,After,13376.03052
NO,NO,2015,0,0,NO,NO,1,24,0.312,52000,43532.80095,83954.38279,675,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,470,NO,After,83954.38279
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,40321.67468,38957.59081,1100,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,687,NO,After,38957.59081
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,42868.90988,40381.48741,900,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,93,NO,After,40381.48741
NO,NO,2015,0,0,NO,NO,1,8.625,0.188,42000,19525.06437,23649.57807,790,LONGITUDINAL ERW - LOW FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,POLYOLEFIN,167,NO,After,23649.57807
NO,NO,2015,0,0,NO,NO,1,10.75,0.279,42000,36753.16528,73986.02667,1085,LONGITUDINAL ERW - HIGH FREQUENCY,ALL OTHER CAUSES,UNKNOWN,OTHER,244,NO,After,73986.02667
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,71037.28706,142971.0012,500,NA,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,NA,246,NO,After,142971.0012
YES,NO,2015,0,0,YES,YES,1,30,0.289,52000,345629.1247,422354.5347,712,DSAW,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,ASPHALT,552,NO,After,422354.5347
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,51213.38462,48324.28264,1014,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,660,NO,After,48324.28264
NO,NO,2015,0,0,NO,NO,1,10.75,0.259,NA,43886.13125,88534.05363,796,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ASPHALT,209,NO,After,88534.05363
YES,NO,2014,0,0,NO,NO,1,16,0.25,42000,83450.21021,89888.93836,515,LONGITUDINAL ERW - LOW FREQUENCY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,COAL TAR,251,NO,After,89888.93836
YES,YES,2015,1,13,YES,YES,3,12,0.25,42000,3023416.282,6068760.887,400,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COLD APPLIED TAPE,176,YES,After,57798760.89
NO,NO,2015,0,0,NO,NO,2,14,0.312,45000,11684.44878,11597.78013,936,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",NONE,296,NO,After,11597.78013
YES,NO,2015,0,0,YES,YES,3,NA,NA,NA,731106.7133,1473929.843,1480,NA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,NA,214,YES,After,1473929.843
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,74723.93144,113074.4498,500,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,401,NO,After,113074.4498
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,55287.90433,111538.0347,720,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,296,NO,After,111538.0347
YES,NO,2015,0,0,NO,NO,1,8.625,0.188,42000,73845.20947,144647.8896,543,LONGITUDINAL ERW - LOW FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,129,NO,After,144647.8896
YES,NO,2015,0,0,NO,NO,1,20,0.25,52000,2890646.881,5473627.789,780,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,OTHER,385,NO,After,5473627.789
YES,NO,2015,0,0,NO,NO,3,3,0.148,28000,80599.28509,162600.3137,245,OTHER,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",ASPHALT,38,YES,After,162600.3137
NO,NO,2015,0,0,NO,NO,1,6.625,0.188,25000,41992.41756,84690.67498,500,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,102,NO,After,84690.67498
NO,NO,2015,0,0,NO,NO,2,NA,NA,NA,21527.71522,20436.87028,750,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,567,YES,After,20436.87028
NO,NO,2015,0,0,NO,NO,1,6,0.25,35000,40913.68648,55682.34282,800,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,INTERNAL,OTHER,117,NO,After,55682.34282
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,89263.14348,94697.96682,1008,NA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NA,179,NO,After,94697.96682
NO,NO,2015,0,0,NO,NO,1,3.5,0.216,NA,33435.19063,66069.69179,250,LAP WELDED,CORROSION,EXTERNAL,NONE,38,NO,After,66069.69179
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,37391.42315,75295.64412,838,NA,CORROSION,INTERNAL,NA,519,NO,After,75295.64412
YES,NO,2015,0,0,NO,NO,1,16,0.25,52000,1409590.234,2834682.517,960,LONGITUDINAL ERW - UNKNOWN FREQUENCY,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,COAL TAR,342,NO,After,2834682.517
YES,NO,2015,0,0,NO,NO,1,24,0.5,40000,524213.108,1047136.644,811,FLASH WELDED,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,OTHER,472,NO,After,1047136.644
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,67791.13434,108429.446,400,NA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NA,176,NO,After,108429.446
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,14011.30486,13675.75939,867,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,366,NO,After,13675.75939
NO,NO,2015,0,0,NO,NO,1,26,0.281,52000,37104.97744,74510.82839,750,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,492,NO,After,74510.82839
YES,NO,2015,0,0,NO,NO,1,24,0.344,1720,494105.5412,723436.9835,1200,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COAL TAR,574,NO,After,723436.9835
YES,NO,2015,0,0,NO,NO,1,12,0.219,52000,361915.6088,720132.9114,893,LONGITUDINAL ERW - HIGH FREQUENCY,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,OTHER,278,NO,After,720132.9114
NO,NO,2015,0,0,NO,NO,3,NA,NA,NA,8613.47034,8524.456513,663,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,462,YES,After,8524.456513
YES,NO,2015,0,0,NO,NO,1,12,0.312,42000,64464.99624,130041.9388,1160,SEAMLESS,CORROSION,INTERNAL,COAL TAR,660,NO,After,130041.9388
YES,NO,2015,0,0,NO,NO,1,36,0.33,65000,136425.6233,262907.2154,858,FLASH WELDED,ALL OTHER CAUSES,UNKNOWN,ASPHALT,768,NO,After,262907.2154
YES,NO,2015,0,0,NO,NO,1,24,0.25,50000,80241.59747,161876.7138,750,FLASH WELDED,CORROSION,EXTERNAL,COAL TAR,454,NO,After,161876.7138
NO,NO,2015,0,0,NO,NO,3,20,0.25,35000,18772.72236,37853.16919,99,LONGITUDINAL ERW - HIGH FREQUENCY,ALL OTHER CAUSES,UNKNOWN,FUSION BONDED EPOXY,137,NO,After,37853.16919
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,8170.630091,7704.047362,1110,NA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NA,368,NO,After,7704.047362
YES,NO,2015,0,0,NO,NO,1,24,0.25,52000,1986507.354,3963000.849,650,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,OTHER,482,NO,After,3963000.849
YES,NO,2015,0,0,NO,NO,1,6.625,0.28,35000,617466.8331,1095724.181,400,LONGITUDINAL ERW - UNKNOWN FREQUENCY,ALL OTHER CAUSES,UNKNOWN,COAL TAR,92,NO,After,1095724.181
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,11886.21431,14082.21076,2130,NA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,NA,207,NO,After,14082.21076
YES,NO,2015,0,0,NO,NO,3,8,0.25,42000,69471.0035,99908.92895,720,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,FUSION BONDED EPOXY,176,NO,After,99908.92895
YES,NO,2015,0,0,NO,YES,1,NA,NA,NA,594774.6394,1195481.988,1050,NA,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NA,42,NO,After,1195481.988
NO,NO,2015,0,0,NO,NO,1,3.5,0.188,35000,23209.58293,44623.75138,1082,LONGITUDINAL ERW - LOW FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,80,NO,After,44623.75138
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,22253.52113,20901.40845,858,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,181,NO,After,20901.40845
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,13500.51946,13437.06568,564,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,328,NO,After,13437.06568
NO,NO,2015,0,0,NO,NO,3,0.5,0.125,NA,29801.02674,56942.64424,780,OTHER,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,ASPHALT,10,YES,After,56942.64424
YES,NO,2015,0,0,NO,NO,2,16,0.25,42000,158958.0918,173141.1394,903,LONGITUDINAL ERW - LOW FREQUENCY,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COAL TAR,332,NO,After,173141.1394
YES,NO,2015,0,0,NO,NO,3,NA,NA,NA,246969.3638,479663.433,936,NA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,NA,422,NO,After,479663.433
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,362123.2018,688694.0948,1200,NA,CORROSION,INTERNAL,NA,478,NO,After,688694.0948
NO,NO,2015,0,0,NO,NO,4,NA,NA,NA,0,0,350,NA,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,NA,387,YES,After,0
YES,NO,2015,0,0,NO,NO,1,20,0.25,42000,188649.051,357364.1736,374,LONGITUDINAL ERW - UNKNOWN FREQUENCY,NATURAL FORCE DAMAGE,EARTH MOVEMENT,FUSION BONDED EPOXY,341,NO,After,357364.1736
YES,NO,2015,0,0,NO,YES,1,NA,NA,NA,355883.8867,698587.2538,974,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,835,NO,After,698587.2538
NO,NO,2015,0,0,NO,NO,1,8,0.188,30000,25592.84824,41906.97678,793,LONGITUDINAL ERW - LOW FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,155,NO,After,41906.97678
YES,NO,2015,0,0,NO,NO,1,26,0.281,52000,292150.1592,456057.1505,810,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,COAL TAR,511,NO,After,456057.1505
NO,NO,2015,0,0,NO,NO,1,6,0.188,35000,41707.67718,64050.14966,490,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,828,NO,After,64050.14966
NO,NO,2015,0,0,NO,NO,3,8,0.25,NA,1763.814833,3285.407346,150,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NONE,67,NO,After,3285.407346
YES,NO,2015,0,0,NO,NO,3,NA,NA,NA,176827.069,356729.622,420,NA,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,NA,141,NO,After,356729.622
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,40412.82883,39097.49852,1100,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,687,NO,After,39097.49852
NO,NO,2015,0,0,NO,NO,2,NA,NA,NA,14557.51174,13673.00469,800,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,660,NO,After,13673.00469
YES,NO,2015,0,0,NO,NO,1,10.75,0.344,60000,116418.1222,178566.9589,2160,SEAMLESS,CORROSION,INTERNAL,COAL TAR,322,NO,After,178566.9589
YES,NO,2015,0,0,NO,NO,1,8,0.22,24000,111405.2521,214460.4228,428,LAP WELDED,CORROSION,EXTERNAL,COAL TAR,115,NO,After,214460.4228
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,13611.47943,26360.17585,60,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,65,NO,After,26360.17585
NO,NO,2015,0,0,NO,NO,1,2,0.125,24000,5733.157973,9456.716722,140,OTHER,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,NONE,25,NO,After,9456.716722
YES,YES,2015,4,1,YES,YES,2,NA,NA,NA,3799384.947,7664894.069,990,NA,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,NA,434,NO,After,50874894.07
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,94276.66832,89513.77804,960,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,172,NO,After,89513.77804
YES,NO,2015,0,0,NO,NO,1,8,0.188,42000,117576.6134,183157.4399,394,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,FUSION BONDED EPOXY,110,NO,After,183157.4399
NO,NO,2015,0,0,NO,NO,1,8,0.188,35000,46752.53312,68256.42077,305,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,INTERNAL,COAL TAR,96,NO,After,68256.42077
YES,NO,2015,0,0,NO,NO,4,16,0.219,52000,312661.5444,630763.6242,685,LONGITUDINAL ERW - UNKNOWN FREQUENCY,ALL OTHER CAUSES,UNKNOWN,COAL TAR,289,YES,After,630763.6242
YES,NO,2015,0,0,NO,NO,1,12.75,0.219,42000,182357.4233,249186.5469,953,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,EXTERNAL,COAL TAR,370,NO,After,249186.5469
YES,NO,2015,0,0,NO,NO,1,6,0.28,35000,151068.103,304765.3825,125,SEAMLESS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,FUSION BONDED EPOXY,52,NO,After,304765.3825
YES,NO,2015,0,0,NO,NO,1,6,0.188,35000,265183.9491,257336.9259,800,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,INTERNAL,OTHER,117,NO,After,257336.9259
YES,NO,2015,0,0,NO,NO,1,24,0.312,52000,77162.32597,155664.5794,973,FLASH WELDED,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,517,NO,After,155664.5794
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,46361.50235,43544.60094,1050,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,500,NO,After,43544.60094
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,195295.8045,390644.5064,701,NA,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,NA,365,NO,After,390644.5064
YES,NO,2015,0,0,NO,NO,1,10,0.188,42000,64930.67256,118994.927,800,LONGITUDINAL ERW - LOW FREQUENCY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,COAL TAR,195,NO,After,118994.927
NO,NO,2015,0,0,NO,NO,1,10.75,0.5,52000,26844.26237,53852.80926,3100,SEAMLESS,CORROSION,INTERNAL,COAL TAR,384,NO,After,53852.80926
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,59409.48357,55799.79343,1000,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,386,NO,After,55799.79343
YES,YES,2015,1,2,YES,YES,1,34,0.375,52000,1351091.338,2549748.786,757,DSAW,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ASPHALT,646,NO,After,18969748.79
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,39184.74178,36803.89671,2000,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,205,NO,After,36803.89671
YES,NO,2015,0,0,NO,NO,3,8,0.188,42000,217103.6741,436507.2379,520,LONGITUDINAL ERW - HIGH FREQUENCY,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,EXTRUDED POLYEHYLENE,126,NO,After,436507.2379
NO,NO,2015,0,0,NO,NO,2,NA,NA,NA,18258.08685,17148.73474,1000,NA,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,NA,244,NO,After,17148.73474
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,4563.826291,4286.530516,1650,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,113,NO,After,4286.530516
YES,NO,2015,0,0,NO,NO,1,4,0.142,35000,141567.4946,284169.239,90,LONGITUDINAL ERW - LOW FREQUENCY,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,FIELD APPLIED EPOXY,30,NO,After,284169.239
YES,NO,2015,0,0,NO,NO,1,30,0.375,52000,57619.56547,116218.9438,936,DSAW,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,634,NO,After,116218.9438
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,10910.93925,11876.75711,720,NA,ALL OTHER CAUSES,MISCELLANEOUS,NA,63,NO,After,11876.75711
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,13043.34507,12250.83803,605,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,283,NO,After,12250.83803
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,10938.18089,11087.96306,760,NA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,NA,152,NO,After,11087.96306
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,35527.39304,71373.19019,899,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,620,NO,After,71373.19019
NO,NO,2015,0,0,NO,NO,1,NA,NA,NA,28869.32733,28835.75616,941,NA,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,NA,127,NO,After,28835.75616
YES,NO,2015,0,0,NO,NO,1,NA,NA,NA,140317.874,232368.7663,760,NA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,NA,419,NO,After,232368.7663
NO,NO,2016,0,0,NO,NO,1,10,0.219,42000,33385.31122,54285,500,LONGITUDINAL ERW - LOW FREQUENCY,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,COLD APPLIED TAPE,68,NO,After,54285
NO,NO,2016,0,0,NO,NO,2,NA,NA,NA,30026.38814,28202,900,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,621,NO,After,28202
YES,NO,2016,0,0,NO,NO,1,NA,NA,NA,145845.0019,145000,960,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,342,NO,After,145000
YES,NO,2015,0,0,NO,NO,1,20,0.281,60000,354239.8738,614710.3471,1000,FLASH WELDED,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,COAL TAR,436,NO,After,614710.3471
YES,NO,2016,0,0,YES,YES,1,30,0.333,60000,1860095.695,3211520,958,LONGITUDINAL ERW - UNKNOWN FREQUENCY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,COAL TAR,641,NO,After,3211520
YES,NO,2016,0,0,NO,NO,1,34,0.3,52000,64934.93889,131000,688,DSAW,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",ASPHALT,639,NO,After,131000
YES,NO,2015,0,0,NO,NO,1,20,0.593,52000,113063.3968,228094.5393,1021,SEAMLESS,CORROSION,INTERNAL,COAL TAR,276,NO,After,228094.5393
YES,NO,2016,0,0,NO,NO,1,16,0.375,52000,141543.4555,284601,1000,SEAMLESS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",OTHER,350,NO,After,284601
YES,NO,2016,0,0,NO,NO,3,6.625,0.141,42000,84534.76945,170527,500,LONGITUDINAL ERW - HIGH FREQUENCY,CORROSION,INTERNAL,OTHER,92,NO,After,170527
YES,NO,2016,0,0,NO,NO,1,12.75,0.25,42000,71895.84448,145020,1100,LONGITUDINAL ERW - UNKNOWN FREQUENCY,CORROSION,INTERNAL,OTHER,292,NO,After,145020
NO,NO,2016,0,0,NO,NO,3,NA,NA,NA,39673.41897,44071,300,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,143,YES,After,44071
NO,NO,2016,0,0,NO,NO,2,NA,NA,NA,15536.82405,16598,650,NA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NA,53,NO,After,16598
YES,NO,2016,0,0,NO,NO,1,36,0.39,60000,77305.02801,155882,936,DSAW,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",COAL TAR,760,NO,After,155882
YES,NO,2016,0,0,NO,NO,1,NA,NA,NA,145541.9996,293617,1440,NA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,NA,1158,NO,After,293617
YES,NO,2016,0,0,NO,NO,1,36,0.406,52000,102054.0776,205882,780,DSAW,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,ASPHALT,694,YES,After,205882
